timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606190345287,10,HTTP Request GET,200,,Thread Group GET 1-31,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,9,0,0
1606190345303,6,HTTP Request GET,200,,Thread Group GET 1-32,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,1
1606190345310,5,HTTP Request GET,200,,Thread Group GET 1-32,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345315,5,HTTP Request GET,200,,Thread Group GET 1-32,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345321,5,HTTP Request GET,200,,Thread Group GET 1-32,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345326,6,HTTP Request GET,200,,Thread Group GET 1-32,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345343,6,HTTP Request GET,200,,Thread Group GET 1-33,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,1
1606190345350,5,HTTP Request GET,200,,Thread Group GET 1-33,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345355,6,HTTP Request GET,200,,Thread Group GET 1-33,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,0
1606190345362,7,HTTP Request GET,200,,Thread Group GET 1-33,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,7,0,0
1606190345369,8,HTTP Request GET,200,,Thread Group GET 1-33,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,7,0,0
1606190345384,7,HTTP Request GET,200,,Thread Group GET 1-34,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,1
1606190345391,6,HTTP Request GET,200,,Thread Group GET 1-34,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345397,6,HTTP Request GET,200,,Thread Group GET 1-34,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
